UUID	app_id	fielddate
0004be6f6f1e50db3a7523245df670c6	https://yandex.ru/pogoda/	2020-05-10
00183fbecc15d3f9057f0919232adde3	https://yandex.ru/pogoda/	2020-05-10
0019b5e0236d34b7e3e0cbd99df59cac	https://yandex.ru/pogoda/	2020-05-12
002042ad238ea70232aadcdb261f0ff3	https://yandex.ru/pogoda/	2020-05-10
0023364a300d47b0be935620ed94cb9d	https://yandex.ru/pogoda/	2020-05-12
00282cac21f1454ab9dcee0b6b5256ec	https://yandex.ru/pogoda/	2020-05-11
002893891f8449cac19fa4d1149faab0	https://yandex.ru/pogoda/	2020-05-11
00291cf1e822bab7b7e699723665e809	https://yandex.ru/pogoda/	2020-05-12
00292c65c1f34c14140cd521335a5e2f	https://yandex.ru/pogoda/	2020-05-10
00332599e4f9406a8a01efb1d5ced836	https://yandex.ru/pogoda/	2020-05-10
003e400e7575f813a7fd0b045d41d9ba	https://yandex.ru/pogoda/	2020-05-10
00430da728f9cd79a10c0da327322e7d	https://yandex.ru/pogoda/	2020-05-11
004583b7e66749ae8a6a8f1bca101eae	https://yandex.ru/pogoda/	2020-05-12
004a84efddf5b22686cab70819bfdf15	https://yandex.ru/pogoda/	2020-05-10
004ad79112c64acc8f4c8cd9e87cbd28	https://yandex.ru/pogoda/	2020-05-12
004ae5ca3160414c872b06dfb5d3baae	https://yandex.ru/pogoda/	2020-05-10
004c85e5b5164644ad15b35fe610e5b9	https://yandex.ru/pogoda/	2020-05-11
004d6b605260bf00fa61890591c06fd4	https://yandex.ru/pogoda/	2020-05-10
005025cc186a5b5a9f95a85185d6ad88	https://yandex.ru/pogoda/	2020-05-10
00502f2dc8e340d09b9280869fdc5e56	https://yandex.ru/pogoda/	2020-05-10
0055b6919e4349f491982560ae1ef20c	https://yandex.ru/pogoda/	2020-05-11
00579c7fec01efb685e03812900bc3df	https://yandex.ru/pogoda/	2020-05-10
00585f33ac514974a3af1a6e61c816af	https://yandex.ru/pogoda/	2020-05-11
005ed8539287466ab8fa12f5f7fb6957	https://yandex.ru/pogoda/	2020-05-12
005edb1d0d43253b4ab8f3cfcfdd9bc4	https://yandex.ru/pogoda/	2020-05-12
005f4cd2eeb933ecc6911dddfd604f04	https://yandex.ru/pogoda/	2020-05-10
0060c3928cc041519b042cf9a6e142d4	https://yandex.ru/pogoda/	2020-05-10
006146faf347933ad4e69521ac0ff942	https://yandex.ru/pogoda/	2020-05-11
0061b3bbcad44d2e8068d4b4b81ab593	https://yandex.ru/pogoda/	2020-05-12
00655ad6c0d74180a737332f09dfa665	https://yandex.ru/pogoda/	2020-05-12
00665f4105fcd9ffc59786a934f63060	https://yandex.ru/pogoda/	2020-05-12
006cdde45fcb43d6a1d437aa69926bb2	https://yandex.ru/pogoda/	2020-05-10
006f7d54e7b94e82b2dfc6f0707277a7	https://yandex.ru/pogoda/	2020-05-12
007031103bfe4ad1b3d21989d8696262	https://yandex.ru/pogoda/	2020-05-12
0070ef7b6f084cf3963c93496a4b38f5	https://yandex.ru/pogoda/	2020-05-10
0076aa155eaf1cd5098e67dc7974778b	https://yandex.ru/pogoda/	2020-05-12
0077f6250d8a4b46a82c78b39a2e1dc4	https://yandex.ru/pogoda/	2020-05-10
007877a07afe4e1294362559ee05b79d	https://yandex.ru/pogoda/	2020-05-10
007af02636e04de4a8e62115f2b9f22c	https://yandex.ru/pogoda/	2020-05-10
0080db37958c8bb58d3e451b5de996a1	https://yandex.ru/pogoda/	2020-05-11
0081ec383615551dba5d95037da2a357	https://yandex.ru/pogoda/	2020-05-11
00824f758ad94c968c35b8205874aecf	https://yandex.ru/pogoda/	2020-05-12
008c441fdf0f349149b429ac53a1f998	https://yandex.ru/pogoda/	2020-05-12
0091f86c56ab4f99b3e1110a43e77644	https://yandex.ru/pogoda/	2020-05-12
00923015dd684e0aa1f55f10fd1c2435	https://yandex.ru/pogoda/	2020-05-12
00937285578a4170a59f39f258d50379	https://yandex.ru/pogoda/	2020-05-12
0093c3f68e129837b92e8ed90c22567d	https://yandex.ru/pogoda/	2020-05-12
009849b8f0d246bf64e4e1b7aa600489	https://yandex.ru/pogoda/	2020-05-12
009b3bef70a34cbe9818bbd714d1819d	https://yandex.ru/pogoda/	2020-05-11
009c49a4d1811ed2f794e6566885f2b5	https://yandex.ru/pogoda/	2020-05-11
009c56ec80b049fd85ab4e139c329d39	https://yandex.ru/pogoda/	2020-05-10
00a1654b938747eabfc4f474866c0f3a	https://yandex.ru/pogoda/	2020-05-11
00a1b98ad7a8f30e2532f59d17ab5fb9	https://yandex.ru/pogoda/	2020-05-10
00a22fff541c51a266fa908c39991423	https://yandex.ru/pogoda/	2020-05-10
00a43febbf2a4916baabab647ddc4f6c	https://yandex.ru/pogoda/	2020-05-10
00a586b9fd8cb8c101b40059f963d2bf	https://yandex.ru/pogoda/	2020-05-10
00a76b153fe64ac085511b271cb572c4	https://yandex.ru/pogoda/	2020-05-11
00ac090c0adf06dc998bd54bb89eeaf1	https://yandex.ru/pogoda/	2020-05-10
00ac92b158684dc291fcc4016f9fc6b9	https://yandex.ru/pogoda/	2020-05-10
00ad3646f3183047dc5ab3f8bd69aa3a	https://yandex.ru/pogoda/	2020-05-11
00adf843e2ef474d9317433a40e10581	https://yandex.ru/pogoda/	2020-05-10
00ae73c2dbd14f3e999301899efb1616	https://yandex.ru/pogoda/	2020-05-12
00b00fb095ee4638bd6f01365bea58ef	https://yandex.ru/pogoda/	2020-05-12
00b31bc7225bcbd6a9bce6a5d0408b32	https://yandex.ru/pogoda/	2020-05-11
00b45732a36548dc873d7700570bc02b	https://yandex.ru/pogoda/	2020-05-12
00b6be246d5a4bc049386443181a1226	https://yandex.ru/pogoda/	2020-05-10
00b7f592fe8d49f09318ecf199d51561	https://yandex.ru/pogoda/	2020-05-11
00b9aca90a7a45b5bb77632ae5d3dcb6	https://yandex.ru/pogoda/	2020-05-12
00bc105c55e94e498daa45f87c37f91d	https://yandex.ru/pogoda/	2020-05-11
00bf0fb78f59483b855a02a121b763e2	https://yandex.ru/pogoda/	2020-05-11
00bfd2a46848023fc0bc398a69800b5a	https://yandex.ru/pogoda/	2020-05-10
00c0a6ce784270a5a8e8a089a86c4cac	https://yandex.ru/pogoda/	2020-05-11
00c3a307d4f84ff28277800c390cc002	https://yandex.ru/pogoda/	2020-05-12
00c785736fdb4260a20daf6877666403	https://yandex.ru/pogoda/	2020-05-12
00ca79b0c679495883c32b560d772ab4	https://yandex.ru/pogoda/	2020-05-11
00cb7618ff2b4930894f241a00087643	https://yandex.ru/pogoda/	2020-05-12
00ccc0b280bc43898ca60a22f4de1268	https://yandex.ru/pogoda/	2020-05-10
00de1a7b76a1392f806594bb8a07b3a3	https://yandex.ru/pogoda/	2020-05-11
00df4ca7ab76738af8ada4b35c7f1e37	https://yandex.ru/pogoda/	2020-05-10
00e0755387344f34a80d722474c06ced	https://yandex.ru/pogoda/	2020-05-10
00e9a3696807bfe5af279012438861de	https://yandex.ru/pogoda/	2020-05-12
00ea0f0a25534ebda919256306d47b4e	https://yandex.ru/pogoda/	2020-05-12
00eca3527bf4ed5ddf45e4a567b85527	https://yandex.ru/pogoda/	2020-05-11
00edf02123e7465b8945aed955d0d242	https://yandex.ru/pogoda/	2020-05-12
00eee83c1d66402f83a7f2c4eb14da7f	https://yandex.ru/pogoda/	2020-05-11
00ef8ccdf98744606e5d2e2288b3a798	https://yandex.ru/pogoda/	2020-05-10
00efdabacb5a47d8b86edb2b06755a8b	https://yandex.ru/pogoda/	2020-05-12
00f082cf461bf2d7ff52ec6859c57fb1	https://yandex.ru/pogoda/	2020-05-11
00f3034f308278ea3c89b9732343ebc5	https://yandex.ru/pogoda/	2020-05-12
00f42d8c370ce1ba4c6cf60c76762c40	https://yandex.ru/pogoda/	2020-05-11
00f4a883535b4cb7843c81322c0d9d57	https://yandex.ru/pogoda/	2020-05-11
00f607e033fb47d6b6bbbd8c990d966f	https://yandex.ru/pogoda/	2020-05-10
00fb6be352f339aa85a203ceebceb425	https://yandex.ru/pogoda/	2020-05-12
00fb6e8912bf82af4e225ee8bcb55a7e	https://yandex.ru/pogoda/	2020-05-10
00fbca14c8f440e6823cb1283a2b44d4	https://yandex.ru/pogoda/	2020-05-12
00fd9f2fe17dfd8f47cc54bcbc224d56	https://yandex.ru/pogoda/	2020-05-10
01000a1591ed4d783ca62ed568b1566b	https://yandex.ru/pogoda/	2020-05-10
01000e130d224c8bba7c69b6d63fb388	https://yandex.ru/pogoda/	2020-05-11
01006edfabb45e84506437b783d77e60	https://yandex.ru/pogoda/	2020-05-10
0102c81c056c4708ac93ccc06d12abe5	https://yandex.ru/pogoda/	2020-05-11
010486fcaf3c4f05bd6a064f40c2d467	https://yandex.ru/pogoda/	2020-05-10
01094038baa144ee9fb13128fd9b244f	https://yandex.ru/pogoda/	2020-05-12
010a5f8806374dbda2c91d39a8d6a519	https://yandex.ru/pogoda/	2020-05-10
0113f4bb595841d19a2dd65912e1d547	https://yandex.ru/pogoda/	2020-05-12
0114fecf8cee0ea2b76a34ac691b4889	https://yandex.ru/pogoda/	2020-05-12
0117737075fe405d9496b410c9d67ef0	https://yandex.ru/pogoda/	2020-05-12
011c399d4015ec8416ecb5a4b0828571	https://yandex.ru/pogoda/	2020-05-10
